,Rating,Review
9708,3,Good
9709,3,Good product
9710,3,Don't buy
9711,3,Duplicate
9712,3,Should be cheaper
9713,3,The MRP is way lower than the Amazon Price
9714,2,Worst experience
9715,2,Jjv
9716,1,Do not buy before reading this
9717,1,SEAL BROKEN CARTRIDGE NOT WORKING
9718,1,Worst product
9719,1,Waste of Money and Not getting replace order option.
9720,1,Not worth
9721,1,Replacement for faulty printer head
9722,1,Defective
9723,1,open packet
9724,1,Dont buy
9725,1,Refund not processed
9726,5,Perfect for home use
9727,5,Good printer for home use!
9728,5,Value for money
9729,5,Worth owning this
9730,5,"Amazing product......loved it....,😍☺"
9731,5,Brilliant!
9732,5,Good for lite office use
9733,5,Awesome Product
9734,5,Excellent
9735,5,Value for money.
9736,4,Over all good product
9737,4,"Good, but for the pdf"
9738,4,Good but limited use not for mass printing
9739,4,"Great product, quite expensive to run"
9740,4,Pretty good for the price
9741,4,Very good product
9742,4,Value for money printer
9743,4,Must buy
9744,4,Awesome for Personal use
9745,4,Don't buy
9746,3,i would suggest go for another printer
9747,3,Good printer but not value for money
9748,3,Cartridge Performance is Low
9749,3,It consumes a lot more ink
9750,3,Disappointed with build quality
9751,3,Costly Printing
9752,3,Economical and high quality printer for normal A4 prints. Not so good for any other paper quality
9753,3,Wireless feature not available
9754,3,For little home use and budget
9755,3,Good Product
9756,2,Fragile product with bad build quality
9757,2,Best suited for one sided printing
9758,2,Missing power and cables
9759,2,CD not provided ..installation of software and taking print could not be performed
9760,2,Pls take print out in some paid print shop
9761,2,Not wireless
9762,2,Above printer not recomended
9763,2,HP 680 Original Ink Advantage Cartridge
9764,2,HP Printer getting Blank pages only
9765,2,Totally Wong information
9766,1,DO NOT BUY - Read my review
9767,1,Seller not mentioned correct information
9768,1,Don't waste your valuable money.
9769,1,Not a value for money product. Would not advise anyone to buy this product
9770,1,"Worst delivery, worst response, worst delivery time.. No quality check"
9771,1,Big disappointment
9772,1,Defective product send by HP printer company.
9773,1,Poor warranty support
9774,1,Worest experience
9775,1,"Worst product , don't buy any HP product"
9776,5,"THE BEST SINGLE-FUNCTION PRINTER FOR YOUR WIN AND MAC, WITH “OPTION” TO CONNECT WIRELESS AND CLOUD"
9777,5,A good product for home printing puproses
9778,5,Phenomenal Day 1 experience. Will review in a few months
9779,5,Best priced ink tank printer.
9780,5,Awesome printer ....fully satisfied...
9781,5,Awesome. Good qulality with less money
9782,5,VALUE FOR MONEY
9783,5,"Amazing Product Using from the last 1 Year, Buy with hassle free"
9784,5,Mst Buy it For Small Home work
9785,5,Good and value for money
9786,4,Relief from cartridge filling !!
9787,4,Go for it!!!
9788,4,"Satisfactory, not great."
9789,4,Best Budget Printer
9790,4,Good Print Quality
9791,4,Cost efficient - but noisy
9792,4,Document printer not a photo printer
9793,4,Very good printer for day to day usage
9794,4,Review after 2-3 week
9795,4,Print quality good. Bit expensive
9796,3,Cool Color print outs we can take at home.
9797,3,All good but printing is not as fast as they claimed.
9798,3,Good
9799,3,less than a month usage and started skipping lines
9800,3,NEUTRAL : MUST READ
9801,3,Good
9802,3,Not as expected
9803,3,Return policy and terms of Amazon
9804,3,Print colour not accurate
9805,3,Average printer
9806,2,After 2 months of use problem started.. while ...
9807,2,Amazon compromises the quality of products as confirmed by Epson
9808,2,Say No for home usage
9809,2,Not recommended for bulk printing
9810,2,Quality And Printing Delay
9811,2,Do not meet expectation at all!!
9812,2,Item returned
9813,2,Printer power button not turning on
9814,2,bill was not given with the product
9815,2,Two Stars
9816,1,Worst Product as for my 8 year usage.
9817,1,Felt like buying a refurbished printer
9818,1,Don't Buy Epson printer ever
9819,1,AA thooo Epson
9820,1,Bad item unreturnable
9821,1,A dumb printer that requires you to be a genius at settings and everything else
9822,1,Pathetic device & no service from Epson service center
9823,1,Color Print Quality is very poor
9824,1,Epson turned out to be a night mare.
9825,1,Pathetic Product & More Pathetic customer support
9826,5,Best product
9827,5,successful
9828,5,Wow super product
9829,5,Useful for CSP.
9830,5,Superb
9831,5,Nice
9832,5,Though i avoid Chinese items but this printer is superkool
9833,5,Nice work
9834,5,Good
9835,5,Very bad delvery
9836,5,Good quality
9837,4,Easy to use
9838,4,Good
9839,4,Easy to use
9840,4,ok ok
9841,4,Good
9842,3,"don't buy.....if you use fino payment bank.. not connected,."
9843,2,Do not buy
9844,2,Not just good
9845,1,Bad experience
9846,1,Worst
9847,1,Product is not wireless
9848,1,Poor quality printing and doesn't work with spice money
9849,1,Very poor
9850,1,Poor quality
9851,1,bluetooth not working
9852,1,Bluetooth not contect
9853,1,Good
9854,1,Worst class product
9855,5,Perfect !
9856,5,Satisfied with their services.
9857,5,Good and best
9858,5,About installation....it's free service from Canon
9859,5,Highly recommended for home and office
9860,5,Good
9861,5,Extra ordinary mind blowing product
9862,5,"User friendly, economical, latest technology nd easy on pocket"
9863,5,Go for it 🙏😊
9864,5,Superb
9865,4,Check catridge life when you buy...
9866,4,Worth for Money
9867,4,Good product but no installation support by CANON.
9868,4,good for home
9869,4,Very Useful model with smooth running
9870,4,No duplex/color printing capability.
9871,4,Good printer
9872,4,excellent product
9873,4,Smart work
9874,4,N
9875,3,Three Stars
9876,3,"Avoid Canon printer, no original cartridge available"
9877,3,Just ok printer
9878,3,Good
9879,2,Canon
9880,1,Amazon is selling used product.
9881,1,No two sided printing
9882,1,Faulty and counterfeit product shipped by amazon
9883,1,Product not started
9884,1,Wrong listing..be careful
9885,1,Print image is very light
9886,1,Bad experience
9887,1,आपका पोर्टक्ट ख़राब हे
9888,1,Bed
9889,5,Super comfortable
9890,5,Low Maintanance/refilling & Repair Cost.
9891,5,Good value for money
9892,5,Value for money.
9893,5,Highly Recommended Printer
9894,5,"Old is Gold: Reliable, low maintenance."
9895,5,a life long product from HP
9896,5,Buy it immediately
9897,5,Nice printer
9898,5,very goooood
9899,4,Perfect value for money
9900,4,Nice Product 👍
9901,4,Good product......👌👌👌
9902,4,Costly product
9903,4,Totally genuine review
9904,4,Best for office use
9905,4,Crack in paper tray.
9906,4,As ideal laser printer for home.
9907,4,Easy to handle
9908,4,Nice
9909,3,Value for money
9910,3,"Product is good, But look after Seller Before purchasing"
9911,3,Basic printer without auto print on both side option
9912,3,Three Stars
9913,3,Print quality is Not good
9914,3,Not bad it is moderate printer
9915,3,Toner issue
9916,3,Nice
9917,3,Good
9918,3,good
9919,2,SMOKE EMITTING PRINTER
9920,2,Apple users don't buy!!!
9921,2,warranty certificate not provided.
9922,2,Worst Experience
9923,2,Start problem
9924,2,Quite Good
9925,2,Two Stars
9926,2,Two Stars
9927,1,Worst Product ! Worst Policy
9928,1,Damaged printer was delivered hence returned back
9929,1,Very bad performance
9930,1,Printer getting Auto power off and not getting power on
9931,1,deteriorate quality and second hand product sold.
9932,1,It is not a good product
9933,1,..
9934,1,Rcd printer but setup Disc i.e. P1100/p1560/P1600
9935,1,Worse
9936,1,A
9937,4,Worth buying
9938,5,a very nice product. absolutely no issues
9939,5,Canon is at the Peak
9940,5,Best one
9941,5,Nice to get skool stuff done for kids
9942,5,Easy to operate
9943,5,Budget printer
9944,5,Students user friendly
9945,5,Good For Home use and occasional purpose
9946,5,Good printer with 1 year guarantee and very easy to ...
9947,5,Nice printer
9948,4,Regular xeroxer n pic printer
9949,4,Costly ink. Wifi does not recognise easily.
9950,4,It's good product.
9951,4,Sorts out the purpose
9952,4,Printed Easy....
9953,4,Ink tank best
9954,4,Nice
9955,4,Four Stars
9956,4,Good
9957,4,Superbb
9958,3,Borderless option is not available
9959,3,Catridges cost is too expensive..
9960,3,Good
9961,3,Not satisfied with print copy
9962,3,Waste of money
9963,3,K
9964,3,Canon e 470
9965,3,Invoice
9966,3,Worst printer
9967,3,Three Stars
9968,2,Installaion and service help are unsatisfactory.
9969,2,कम पैसे चक्कर में ठगे जाओगे
9970,2,Not good
9971,2,Ink not sufficient to print even minimum copies
9972,2,Missing accessories
9973,2,Some problems created with sound
9974,2,Nice product
9975,2,I don't like this product
9976,2,Two Stars
9977,2,Don't buy it
9978,1,WORST PRODUCT AND BRAND
9979,1,Poor quality product
9980,1,Waste of money
9981,1,Not able to print not more than 100 for each Refill
9982,1,Please Don't Buy . Go for inktank
9983,1,Not Functional
9984,1,Very bad build quality and breaks down very often.
9985,1,Feeling cheated :(
9986,1,A piece of scrap
9987,1,Don't buy this item.
9988,5,Very nice
9989,5,Best
9990,4,Xprinter
9991,4,Good print quality..
9992,5,Meets all your expectations.
9993,5,Marvelous Monitor Must Buy
9994,5,Wonderful monitor
9995,5,Excellent budget monitor
9996,5,Worth every penny shelled!
9997,5,Budget Monitor but very bad amazon packaging
9998,5,It's amazing for normal home office use.
9999,5,"Awesome monitor overall, no issues here"
10000,5,Superb
10001,5,Budget Monitor
10002,4,Overall a good product for its price with small limitations
10003,4,Satisfactory for the Price
10004,4,Good for household use or student purpose
10005,4,Impressive first impression
10006,4,Amazing performance and value for money
10007,4,Without Edge Sharp Brightness Low Refresh Rate
10008,4,"Very good, at a discounted offer price"
10009,4,Overall A good Buy
10010,4,Pretty good for the price
10011,4,"Good budget buy, but no hdmi cable. Pathetic amazon packaging."
10012,3,Stay away...
10013,3,Why no HDMi cable?
10014,3,Average Monitor for the price
10015,3,Good
10016,3,Doesn't detect firestick on HDMI
10017,3,Get without keyboard and mouse
10018,3,Not as expected
10019,3,Huye but take care
10020,3,Fine for gaming I suggest u to buy ips monitor and overclock it.
10021,3,Damaged
10022,2,Not satisfied
10023,2,Unsatisfactory viewing angles and contrast
10024,2,Cost is more
10025,2,small lines comes when montror start
10026,2,Bad color accuracy.
10027,2,Sound not coming
10028,1,After sale service is one important factor to consider before buying a monitor
10029,1,Quality of monitor is very bad in terms of build & display...
10030,1,Ground issue
10031,1,Product received was defective but Amazon customer service is excellent.
10032,1,"Don't buy , poor picture quality."
10033,1,Product is fake.
10034,1,Worst purchase from Amazon India
10035,1,Disappointed with Lenovo
10036,1,Inadequate
10037,1,Defective monitor delivered
10038,5,Awesome product : review after 1 month
10039,5,More than my expectation....
10040,5,Worth for money for a home office
10041,5,Excellent screen
10042,5,Good work monitor.
10043,5,Really good one 👍
10044,5,"Value for money, Backlight Bleeding, Replacement Received New one so Good,"
10045,5,Amazing bang for the buck monitor
10046,5,"Quad hd,big size, high resolution."
10047,5,Awesone product
10048,4,Affordable 1440p monitor
10049,4,"Great display, but my computer hates it."
10050,4,Good one
10051,4,Amezing
10052,4,Nice to have as a secondary monitor
10053,4,Decent.
10054,4,Good
10055,3,Backlight bleeding
10056,2,"Colours are good, but contrast and viewing angles are terrible"
10057,2,Lenovo QHD Review by Nilesh
10058,1,"Never purchase this monitor from Appario Retail, Beware the seller!"
10059,1,From Now on amazon has stopped returning products and replacement.
